ID_trt,n_trt,drought,plant,DAD,FC
B3,LN,FDD,8,36,0.557377049
B3,LN,FDD,8,37,0.540983607
B3,LN,FDD,8,38,0.540983607
B3,LN,FDD,8,39,0.491803279
B3,LN,FDD,8,40,0.409836066
B3,LN,FDD,8,41,0.327868852
B5,HN,SPD,1,1,0.983606557
B5,HN,SPD,1,2,0.885245902
B5,HN,SPD,1,3,0.81147541
B5,HN,SPD,1,4,0.713114754
B5,HN,SPD,1,5,0.606557377
B5,HN,SPD,1,6,0.606557377
B5,HN,SPD,1,7,0.606557377
B5,HN,SPD,1,8,0.606557377
B5,HN,SPD,1,9,0.606557377
B5,HN,SPD,1,10,0.606557377
B5,HN,SPD,1,11,0.606557377
B5,HN,SPD,1,12,0.606557377
B5,HN,SPD,1,13,0.606557377
B5,HN,SPD,1,14,0.606557377
B5,HN,SPD,1,15,0.606557377
B5,HN,SPD,1,16,0.573770492
B5,HN,SPD,1,17,0.573770492
B5,HN,SPD,1,18,0.508196721
B5,HN,SPD,1,19,0.508196721
B5,HN,SPD,1,20,0.491803279
B5,HN,SPD,1,21,0.491803279
B5,HN,SPD,1,22,0.491803279
B5,HN,SPD,1,23,0.491803279
B5,HN,SPD,1,24,0.475409836
B5,HN,SPD,1,25,0.459016393
B5,HN,SPD,1,26,0.459016393
B5,HN,SPD,1,27,0.459016393
B5,HN,SPD,1,28,0.459016393
B5,HN,SPD,1,29,0.409836066
B5,HN,SPD,1,30,0.409836066
B5,HN,SPD,1,31,0.409836066
B5,HN,SPD,1,32,0.409836066
B5,HN,SPD,1,33,0.409836066
B5,HN,SPD,1,34,0.409836066
B5,HN,SPD,1,35,0.409836066
B5,HN,SPD,1,36,0.409836066
B5,HN,SPD,1,37,0.344262295
B5,HN,SPD,1,38,0.344262295
B5,HN,SPD,2,1,0.983606557
B5,HN,SPD,2,2,0.918032787
B5,HN,SPD,2,3,0.87704918
B5,HN,SPD,2,4,0.81147541
B5,HN,SPD,2,5,0.754098361
B5,HN,SPD,2,6,0.614754098
B5,HN,SPD,2,7,0.614754098
B5,HN,SPD,2,8,0.606557377
B5,HN,SPD,2,9,0.606557377
B5,HN,SPD,2,10,0.606557377
B5,HN,SPD,2,11,0.606557377
B5,HN,SPD,2,12,0.606557377
B5,HN,SPD,2,13,0.606557377
B5,HN,SPD,2,14,0.606557377
B5,HN,SPD,2,15,0.606557377
B5,HN,SPD,2,16,0.573770492
B5,HN,SPD,2,17,0.573770492
B5,HN,SPD,2,18,0.491803279
B5,HN,SPD,2,19,0.491803279
B5,HN,SPD,2,20,0.491803279
B5,HN,SPD,2,21,0.491803279
B5,HN,SPD,2,22,0.491803279
B5,HN,SPD,2,23,0.491803279
B5,HN,SPD,2,24,0.475409836
B5,HN,SPD,2,25,0.459016393
B5,HN,SPD,2,26,0.459016393
B5,HN,SPD,2,27,0.459016393
B5,HN,SPD,2,28,0.459016393
B5,HN,SPD,2,29,0.409836066
B5,HN,SPD,2,30,0.409836066
B5,HN,SPD,2,31,0.409836066
B5,HN,SPD,2,32,0.409836066
B5,HN,SPD,2,33,0.409836066
B5,HN,SPD,2,34,0.409836066
B5,HN,SPD,2,35,0.409836066
B5,HN,SPD,2,36,0.409836066
B5,HN,SPD,2,37,0.344262295
B5,HN,SPD,2,38,0.344262295
B5,HN,SPD,3,1,0.983606557
B5,HN,SPD,3,2,0.868852459
B5,HN,SPD,3,3,0.81147541
B5,HN,SPD,3,4,0.713114754
B5,HN,SPD,3,5,0.606557377
B5,HN,SPD,3,6,0.606557377
B5,HN,SPD,3,7,0.606557377
B5,HN,SPD,3,8,0.606557377
B5,HN,SPD,3,9,0.606557377
B5,HN,SPD,3,10,0.606557377
B5,HN,SPD,3,11,0.606557377
B5,HN,SPD,3,12,0.606557377
B5,HN,SPD,3,13,0.606557377
B5,HN,SPD,3,14,0.606557377
B5,HN,SPD,3,15,0.606557377
B5,HN,SPD,3,16,0.573770492
B5,HN,SPD,3,17,0.573770492
B5,HN,SPD,3,18,0.491803279
B5,HN,SPD,3,19,0.491803279
B5,HN,SPD,3,20,0.491803279
B5,HN,SPD,3,21,0.491803279
B5,HN,SPD,3,22,0.491803279
B5,HN,SPD,3,23,0.491803279
B5,HN,SPD,3,24,0.475409836
B5,HN,SPD,3,25,0.459016393
B5,HN,SPD,3,26,0.459016393
B5,HN,SPD,3,27,0.459016393
B5,HN,SPD,3,28,0.459016393
B5,HN,SPD,3,29,0.409836066
B5,HN,SPD,3,30,0.409836066
B5,HN,SPD,3,31,0.409836066
B5,HN,SPD,3,32,0.409836066
B5,HN,SPD,3,33,0.409836066
B5,HN,SPD,3,34,0.409836066
B5,HN,SPD,3,35,0.409836066
B5,HN,SPD,3,36,0.409836066
B5,HN,SPD,3,37,0.344262295
B5,HN,SPD,3,38,0.344262295
B5,HN,SPD,4,1,0.983606557
B5,HN,SPD,4,2,0.950819672
B5,HN,SPD,4,3,0.926229508
B5,HN,SPD,4,4,0.844262295
B5,HN,SPD,4,5,0.721311475
B5,HN,SPD,4,6,0.680327869
B5,HN,SPD,4,7,0.663934426
B5,HN,SPD,4,8,0.62295082
B5,HN,SPD,4,9,0.606557377
B5,HN,SPD,4,10,0.606557377
B5,HN,SPD,4,11,0.606557377
B5,HN,SPD,4,12,0.606557377
B5,HN,SPD,4,13,0.606557377
B5,HN,SPD,4,14,0.606557377
B5,HN,SPD,4,15,0.606557377
B5,HN,SPD,4,16,0.573770492
B5,HN,SPD,4,17,0.573770492
B5,HN,SPD,4,18,0.524590164
B5,HN,SPD,4,19,0.459016393
B5,HN,SPD,4,20,0.459016393
B5,HN,SPD,4,21,0.459016393
B5,HN,SPD,4,22,0.459016393
B5,HN,SPD,4,23,0.459016393
B5,HN,SPD,4,24,0.459016393
B5,HN,SPD,4,25,0.459016393
B5,HN,SPD,4,26,0.459016393
B5,HN,SPD,4,27,0.459016393
B5,HN,SPD,4,28,0.459016393
B5,HN,SPD,4,29,0.459016393
B5,HN,SPD,4,30,0.409836066
B5,HN,SPD,4,31,0.409836066
B5,HN,SPD,4,32,0.409836066
B5,HN,SPD,4,33,0.409836066
B5,HN,SPD,4,34,0.409836066
B5,HN,SPD,4,35,0.409836066
B5,HN,SPD,4,36,0.409836066
B5,HN,SPD,4,37,0.344262295
B5,HN,SPD,4,38,0.344262295
B5,HN,SPD,5,1,0.983606557
B5,HN,SPD,5,2,0.967213115
B5,HN,SPD,5,3,0.967213115
B5,HN,SPD,5,4,0.959016393
B5,HN,SPD,5,5,0.885245902
B5,HN,SPD,5,6,0.87704918
B5,HN,SPD,5,7,0.87704918
B5,HN,SPD,5,8,0.868852459
B5,HN,SPD,5,9,0.819672131
B5,HN,SPD,5,10,0.81147541
B5,HN,SPD,5,11,0.81147541
B5,HN,SPD,5,12,0.721311475
B5,HN,SPD,5,13,0.713114754
B5,HN,SPD,5,14,0.713114754
B5,HN,SPD,5,15,0.606557377
B5,HN,SPD,5,16,0.606557377
B5,HN,SPD,5,17,0.606557377
B5,HN,SPD,5,18,0.557377049
B5,HN,SPD,5,19,0.557377049
B5,HN,SPD,5,20,0.557377049
B5,HN,SPD,5,21,0.557377049
B5,HN,SPD,5,22,0.557377049
B5,HN,SPD,5,23,0.557377049
B5,HN,SPD,5,24,0.557377049
B5,HN,SPD,5,25,0.491803279
B5,HN,SPD,5,26,0.491803279
B5,HN,SPD,5,27,0.491803279
B5,HN,SPD,5,28,0.491803279
B5,HN,SPD,5,29,0.459016393
B5,HN,SPD,5,30,0.459016393
B5,HN,SPD,5,31,0.459016393
B5,HN,SPD,5,32,0.459016393
B5,HN,SPD,5,33,0.459016393
B5,HN,SPD,5,34,0.409836066
B5,HN,SPD,5,35,0.409836066
B5,HN,SPD,5,36,0.409836066
B5,HN,SPD,5,37,0.344262295
B5,HN,SPD,5,38,0.344262295
B5,HN,SPD,5,39,0.344262295
B5,HN,SPD,5,40,0.344262295
B5,HN,SPD,5,41,0.344262295
B5,HN,SPD,6,1,0.983606557
B5,HN,SPD,6,2,0.852459016
B5,HN,SPD,6,3,0.778688525
B5,HN,SPD,6,4,0.663934426
B5,HN,SPD,6,5,0.606557377
B5,HN,SPD,6,6,0.606557377
B5,HN,SPD,6,7,0.606557377
B5,HN,SPD,6,8,0.606557377
B5,HN,SPD,6,9,0.606557377
B5,HN,SPD,6,10,0.606557377
B5,HN,SPD,6,11,0.606557377
B5,HN,SPD,6,12,0.606557377
B5,HN,SPD,6,13,0.606557377
B5,HN,SPD,6,14,0.606557377
B5,HN,SPD,6,15,0.606557377
B5,HN,SPD,6,16,0.573770492
B5,HN,SPD,6,17,0.573770492
B5,HN,SPD,6,18,0.508196721
B5,HN,SPD,6,19,0.491803279
B5,HN,SPD,6,20,0.491803279
B5,HN,SPD,6,21,0.491803279
B5,HN,SPD,6,22,0.491803279
B5,HN,SPD,6,23,0.491803279
B5,HN,SPD,6,24,0.475409836
B5,HN,SPD,6,25,0.459016393
B5,HN,SPD,6,26,0.459016393
B5,HN,SPD,6,27,0.459016393
B5,HN,SPD,6,28,0.459016393
B5,HN,SPD,6,29,0.409836066
B5,HN,SPD,6,30,0.409836066
B5,HN,SPD,6,31,0.409836066
B5,HN,SPD,6,32,0.409836066
B5,HN,SPD,6,33,0.409836066
B5,HN,SPD,6,34,0.409836066
B5,HN,SPD,6,35,0.409836066
B5,HN,SPD,6,36,0.409836066
B5,HN,SPD,6,37,0.344262295
B5,HN,SPD,6,38,0.344262295
B5,HN,SPD,7,1,0.983606557
B5,HN,SPD,7,2,0.819672131
B5,HN,SPD,7,3,0.762295082
B5,HN,SPD,7,4,0.631147541
B5,HN,SPD,7,5,0.606557377
B5,HN,SPD,7,6,0.606557377
B5,HN,SPD,7,7,0.606557377
B5,HN,SPD,7,8,0.606557377
B5,HN,SPD,7,9,0.606557377
B5,HN,SPD,7,10,0.606557377
B5,HN,SPD,7,11,0.606557377
B5,HN,SPD,7,12,0.606557377
B5,HN,SPD,7,13,0.606557377
B5,HN,SPD,7,14,0.606557377
B5,HN,SPD,7,15,0.606557377
B5,HN,SPD,7,16,0.573770492
B5,HN,SPD,7,17,0.573770492
B5,HN,SPD,7,18,0.508196721
B5,HN,SPD,7,19,0.491803279
B5,HN,SPD,7,20,0.491803279
B5,HN,SPD,7,21,0.491803279
B5,HN,SPD,7,22,0.491803279
B5,HN,SPD,7,23,0.491803279
B5,HN,SPD,7,24,0.475409836
B5,HN,SPD,7,25,0.459016393
B5,HN,SPD,7,26,0.459016393
B5,HN,SPD,7,27,0.459016393
B5,HN,SPD,7,28,0.459016393
B5,HN,SPD,7,29,0.409836066
B5,HN,SPD,7,30,0.409836066
B5,HN,SPD,7,31,0.409836066
B5,HN,SPD,7,32,0.409836066
B5,HN,SPD,7,33,0.409836066
B5,HN,SPD,7,34,0.409836066
B5,HN,SPD,7,35,0.409836066
B5,HN,SPD,7,36,0.409836066
B5,HN,SPD,7,37,0.344262295
B5,HN,SPD,7,38,0.344262295
B5,HN,SPD,8,1,0.983606557
B5,HN,SPD,8,2,0.868852459
B5,HN,SPD,8,3,0.81147541
B5,HN,SPD,8,4,0.729508197
B5,HN,SPD,8,5,0.606557377
B5,HN,SPD,8,6,0.606557377
B5,HN,SPD,8,7,0.606557377
B5,HN,SPD,8,8,0.606557377
B5,HN,SPD,8,9,0.606557377
B5,HN,SPD,8,10,0.606557377
B5,HN,SPD,8,11,0.606557377
B5,HN,SPD,8,12,0.606557377
B5,HN,SPD,8,13,0.606557377
B5,HN,SPD,8,14,0.606557377
B5,HN,SPD,8,15,0.606557377
B5,HN,SPD,8,16,0.573770492
B5,HN,SPD,8,17,0.573770492
B5,HN,SPD,8,18,0.508196721
B5,HN,SPD,8,19,0.491803279
B5,HN,SPD,8,20,0.491803279
B5,HN,SPD,8,21,0.491803279
B5,HN,SPD,8,22,0.491803279
B5,HN,SPD,8,23,0.491803279
B5,HN,SPD,8,24,0.475409836
B5,HN,SPD,8,25,0.459016393
B5,HN,SPD,8,26,0.459016393
B5,HN,SPD,8,27,0.459016393
B5,HN,SPD,8,28,0.459016393
B5,HN,SPD,8,29,0.409836066
B5,HN,SPD,8,30,0.409836066
B5,HN,SPD,8,31,0.409836066
B5,HN,SPD,8,32,0.409836066
B5,HN,SPD,8,33,0.409836066
B5,HN,SPD,8,34,0.409836066
B5,HN,SPD,8,35,0.409836066
B5,HN,SPD,8,36,0.409836066
B5,HN,SPD,8,37,0.344262295
B5,HN,SPD,8,38,0.344262295
B2,LN,SPD,1,1,0.983606557
B2,LN,SPD,1,2,0.885245902
B2,LN,SPD,1,3,0.87704918
B2,LN,SPD,1,4,0.844262295
B2,LN,SPD,1,5,0.721311475
B2,LN,SPD,1,6,0.680327869
B2,LN,SPD,1,7,0.680327869
B2,LN,SPD,1,8,0.639344262
B2,LN,SPD,1,9,0.606557377
B2,LN,SPD,1,10,0.606557377
B2,LN,SPD,1,11,0.606557377
B2,LN,SPD,1,12,0.606557377
B2,LN,SPD,1,13,0.606557377
B2,LN,SPD,1,14,0.606557377
B2,LN,SPD,1,15,0.606557377
B2,LN,SPD,1,16,0.573770492
B2,LN,SPD,1,17,0.573770492
B2,LN,SPD,1,18,0.557377049
B2,LN,SPD,1,19,0.557377049
B2,LN,SPD,1,20,0.508196721
B2,LN,SPD,1,21,0.491803279
B2,LN,SPD,1,22,0.491803279
B2,LN,SPD,1,23,0.491803279
B2,LN,SPD,1,24,0.491803279
B2,LN,SPD,1,25,0.459016393
B2,LN,SPD,1,26,0.459016393
B2,LN,SPD,1,27,0.459016393
B2,LN,SPD,1,28,0.459016393
B2,LN,SPD,1,29,0.409836066
B2,LN,SPD,1,30,0.409836066
B2,LN,SPD,1,31,0.409836066
B2,LN,SPD,1,32,0.409836066
B2,LN,SPD,1,33,0.409836066
B2,LN,SPD,1,34,0.409836066
B2,LN,SPD,1,35,0.409836066
B2,LN,SPD,1,36,0.409836066
B2,LN,SPD,1,37,0.409836066
B2,LN,SPD,1,38,0.344262295
B2,LN,SPD,2,1,1
B2,LN,SPD,2,2,0.983606557
B2,LN,SPD,2,3,0.983606557
B2,LN,SPD,2,4,0.983606557
B2,LN,SPD,2,5,0.967213115
B2,LN,SPD,2,6,0.959016393
B2,LN,SPD,2,7,0.959016393
B2,LN,SPD,2,8,0.950819672
B2,LN,SPD,2,9,0.926229508
B2,LN,SPD,2,10,0.926229508
B2,LN,SPD,2,11,0.926229508
B2,LN,SPD,2,12,0.901639344
B2,LN,SPD,2,13,0.893442623
B2,LN,SPD,2,14,0.893442623
B2,LN,SPD,2,15,0.803278689
B2,LN,SPD,2,16,0.770491803
B2,LN,SPD,2,17,0.770491803
B2,LN,SPD,2,18,0.737704918
B2,LN,SPD,2,19,0.737704918
B2,LN,SPD,2,20,0.721311475
B2,LN,SPD,2,21,0.590163934
B2,LN,SPD,2,22,0.557377049
B2,LN,SPD,2,23,0.557377049
B2,LN,SPD,2,24,0.557377049
B2,LN,SPD,2,25,0.540983607
B2,LN,SPD,2,26,0.491803279
B2,LN,SPD,2,27,0.491803279
B2,LN,SPD,2,28,0.491803279
B2,LN,SPD,2,29,0.459016393
B2,LN,SPD,2,30,0.409836066
B2,LN,SPD,2,31,0.409836066
B2,LN,SPD,2,32,0.409836066
B2,LN,SPD,2,33,0.409836066
B2,LN,SPD,2,34,0.409836066
B2,LN,SPD,2,35,0.409836066
B2,LN,SPD,2,36,0.409836066
B2,LN,SPD,2,37,0.409836066
B2,LN,SPD,2,38,0.409836066
B2,LN,SPD,2,39,0.409836066
B2,LN,SPD,2,40,0.344262295
B2,LN,SPD,2,41,0.344262295
B2,LN,SPD,3,1,0.983606557
B2,LN,SPD,3,2,0.918032787
B2,LN,SPD,3,3,0.909836066
B2,LN,SPD,3,4,0.860655738
B2,LN,SPD,3,5,0.754098361
B2,LN,SPD,3,6,0.729508197
B2,LN,SPD,3,7,0.713114754
B2,LN,SPD,3,8,0.672131148
B2,LN,SPD,3,9,0.606557377
B2,LN,SPD,3,10,0.606557377
B2,LN,SPD,3,11,0.606557377
B2,LN,SPD,3,12,0.606557377
B2,LN,SPD,3,13,0.606557377
B2,LN,SPD,3,14,0.606557377
B2,LN,SPD,3,15,0.606557377
B2,LN,SPD,3,16,0.573770492
B2,LN,SPD,3,17,0.573770492
B2,LN,SPD,3,18,0.557377049
B2,LN,SPD,3,19,0.557377049
B2,LN,SPD,3,20,0.540983607
B2,LN,SPD,3,21,0.491803279
B2,LN,SPD,3,22,0.491803279
B2,LN,SPD,3,23,0.491803279
B2,LN,SPD,3,24,0.491803279
B2,LN,SPD,3,25,0.459016393
B2,LN,SPD,3,26,0.459016393
B2,LN,SPD,3,27,0.459016393
B2,LN,SPD,3,28,0.459016393
B2,LN,SPD,3,29,0.409836066
B2,LN,SPD,3,30,0.409836066
B2,LN,SPD,3,31,0.409836066
B2,LN,SPD,3,32,0.409836066
B2,LN,SPD,3,33,0.409836066
B2,LN,SPD,3,34,0.409836066
B2,LN,SPD,3,35,0.409836066
B2,LN,SPD,3,36,0.409836066
B2,LN,SPD,3,37,0.409836066
B2,LN,SPD,3,38,0.344262295
B2,LN,SPD,4,1,0.983606557
B2,LN,SPD,4,2,0.967213115
B2,LN,SPD,4,3,0.959016393
B2,LN,SPD,4,4,0.942622951
B2,LN,SPD,4,5,0.885245902
B2,LN,SPD,4,6,0.860655738
B2,LN,SPD,4,7,0.860655738
B2,LN,SPD,4,8,0.836065574
B2,LN,SPD,4,9,0.786885246
B2,LN,SPD,4,10,0.762295082
B2,LN,SPD,4,11,0.762295082
B2,LN,SPD,4,12,0.721311475
B2,LN,SPD,4,13,0.696721311
B2,LN,SPD,4,14,0.696721311
B2,LN,SPD,4,15,0.606557377
B2,LN,SPD,4,16,0.606557377
B2,LN,SPD,4,17,0.606557377
B2,LN,SPD,4,18,0.606557377
B2,LN,SPD,4,19,0.606557377
B2,LN,SPD,4,20,0.573770492
B2,LN,SPD,4,21,0.557377049
B2,LN,SPD,4,22,0.557377049
B2,LN,SPD,4,23,0.557377049
B2,LN,SPD,4,24,0.557377049
B2,LN,SPD,4,25,0.540983607
B2,LN,SPD,4,26,0.491803279
B2,LN,SPD,4,27,0.491803279
B2,LN,SPD,4,28,0.459016393
B2,LN,SPD,4,29,0.459016393
B2,LN,SPD,4,30,0.409836066
B2,LN,SPD,4,31,0.409836066
B2,LN,SPD,4,32,0.409836066
B2,LN,SPD,4,33,0.409836066
B2,LN,SPD,4,34,0.409836066
B2,LN,SPD,4,35,0.409836066
B2,LN,SPD,4,36,0.409836066
B2,LN,SPD,4,37,0.409836066
B2,LN,SPD,4,38,0.409836066
B2,LN,SPD,4,39,0.409836066
B2,LN,SPD,4,40,0.344262295
B2,LN,SPD,4,41,0.344262295
B2,LN,SPD,5,1,0.983606557
B2,LN,SPD,5,2,0.93442623
B2,LN,SPD,5,3,0.926229508
B2,LN,SPD,5,4,0.844262295
B2,LN,SPD,5,5,0.721311475
B2,LN,SPD,5,6,0.680327869
B2,LN,SPD,5,7,0.680327869
B2,LN,SPD,5,8,0.655737705
B2,LN,SPD,5,9,0.606557377
B2,LN,SPD,5,10,0.606557377
B2,LN,SPD,5,11,0.606557377
B2,LN,SPD,5,12,0.606557377
B2,LN,SPD,5,13,0.606557377
B2,LN,SPD,5,14,0.606557377
B2,LN,SPD,5,15,0.606557377
B2,LN,SPD,5,16,0.573770492
B2,LN,SPD,5,17,0.573770492
B2,LN,SPD,5,18,0.557377049
B2,LN,SPD,5,19,0.557377049
B2,LN,SPD,5,20,0.557377049
B2,LN,SPD,5,21,0.491803279
B2,LN,SPD,5,22,0.491803279
B2,LN,SPD,5,23,0.491803279
B2,LN,SPD,5,24,0.491803279
B2,LN,SPD,5,25,0.459016393
B2,LN,SPD,5,26,0.459016393
B2,LN,SPD,5,27,0.459016393
B2,LN,SPD,5,28,0.459016393
B2,LN,SPD,5,29,0.409836066
B2,LN,SPD,5,30,0.409836066
B2,LN,SPD,5,31,0.409836066
B2,LN,SPD,5,32,0.409836066
B2,LN,SPD,5,33,0.409836066
B2,LN,SPD,5,34,0.409836066
B2,LN,SPD,5,35,0.409836066
B2,LN,SPD,5,36,0.409836066
B2,LN,SPD,5,37,0.409836066
B2,LN,SPD,5,38,0.344262295
B2,LN,SPD,6,1,0.983606557
B2,LN,SPD,6,2,0.918032787
B2,LN,SPD,6,3,0.909836066
B2,LN,SPD,6,4,0.860655738
B2,LN,SPD,6,5,0.770491803
B2,LN,SPD,6,6,0.729508197
B2,LN,SPD,6,7,0.713114754
B2,LN,SPD,6,8,0.68852459
B2,LN,SPD,6,9,0.62295082
B2,LN,SPD,6,10,0.606557377
B2,LN,SPD,6,11,0.606557377
B2,LN,SPD,6,12,0.606557377
B2,LN,SPD,6,13,0.606557377
B2,LN,SPD,6,14,0.606557377
B2,LN,SPD,6,15,0.606557377
B2,LN,SPD,6,16,0.573770492
B2,LN,SPD,6,17,0.573770492
B2,LN,SPD,6,18,0.557377049
B2,LN,SPD,6,19,0.557377049
B2,LN,SPD,6,20,0.540983607
B2,LN,SPD,6,21,0.491803279
B2,LN,SPD,6,22,0.491803279
B2,LN,SPD,6,23,0.491803279
B2,LN,SPD,6,24,0.491803279
B2,LN,SPD,6,25,0.459016393
B2,LN,SPD,6,26,0.459016393
B2,LN,SPD,6,27,0.459016393
B2,LN,SPD,6,28,0.459016393
B2,LN,SPD,6,29,0.409836066
B2,LN,SPD,6,30,0.409836066
B2,LN,SPD,6,31,0.409836066
B2,LN,SPD,6,32,0.409836066
B2,LN,SPD,6,33,0.409836066
B2,LN,SPD,6,34,0.409836066
B2,LN,SPD,6,35,0.409836066
B2,LN,SPD,6,36,0.409836066
B2,LN,SPD,6,37,0.409836066
B2,LN,SPD,6,38,0.344262295
B2,LN,SPD,7,1,0.983606557
B2,LN,SPD,7,2,0.93442623
B2,LN,SPD,7,3,0.926229508
B2,LN,SPD,7,4,0.893442623
B2,LN,SPD,7,5,0.819672131
B2,LN,SPD,7,6,0.795081967
B2,LN,SPD,7,7,0.795081967
B2,LN,SPD,7,8,0.786885246
B2,LN,SPD,7,9,0.721311475
B2,LN,SPD,7,10,0.713114754
B2,LN,SPD,7,11,0.713114754
B2,LN,SPD,7,12,0.639344262
B2,LN,SPD,7,13,0.631147541
B2,LN,SPD,7,14,0.606557377
B2,LN,SPD,7,15,0.606557377
B2,LN,SPD,7,16,0.606557377
B2,LN,SPD,7,17,0.606557377
B2,LN,SPD,7,18,0.606557377
B2,LN,SPD,7,19,0.606557377
B2,LN,SPD,7,20,0.557377049
B2,LN,SPD,7,21,0.557377049
B2,LN,SPD,7,22,0.557377049
B2,LN,SPD,7,23,0.557377049
B2,LN,SPD,7,24,0.557377049
B2,LN,SPD,7,25,0.508196721
B2,LN,SPD,7,26,0.459016393
B2,LN,SPD,7,27,0.459016393
B2,LN,SPD,7,28,0.459016393
B2,LN,SPD,7,29,0.409836066
B2,LN,SPD,7,30,0.409836066
B2,LN,SPD,7,31,0.409836066
B2,LN,SPD,7,32,0.409836066
B2,LN,SPD,7,33,0.409836066
B2,LN,SPD,7,34,0.409836066
B2,LN,SPD,7,35,0.409836066
B2,LN,SPD,7,36,0.409836066
B2,LN,SPD,7,37,0.409836066
B2,LN,SPD,7,38,0.409836066
B2,LN,SPD,7,39,0.409836066
B2,LN,SPD,7,40,0.344262295
B2,LN,SPD,7,41,0.344262295
B2,LN,SPD,8,1,0.983606557
B2,LN,SPD,8,2,0.901639344
B2,LN,SPD,8,3,0.87704918
B2,LN,SPD,8,4,0.827868852
B2,LN,SPD,8,5,0.704918033
B2,LN,SPD,8,6,0.680327869
B2,LN,SPD,8,7,0.663934426
B2,LN,SPD,8,8,0.62295082
B2,LN,SPD,8,9,0.606557377
B2,LN,SPD,8,10,0.606557377
B2,LN,SPD,8,11,0.606557377
B2,LN,SPD,8,12,0.606557377
B2,LN,SPD,8,13,0.606557377
B2,LN,SPD,8,14,0.606557377
B2,LN,SPD,8,15,0.606557377
B2,LN,SPD,8,16,0.573770492
B2,LN,SPD,8,17,0.573770492
B2,LN,SPD,8,18,0.557377049
B2,LN,SPD,8,19,0.557377049
B2,LN,SPD,8,20,0.524590164
B2,LN,SPD,8,21,0.491803279
B2,LN,SPD,8,22,0.491803279
B2,LN,SPD,8,23,0.491803279
B2,LN,SPD,8,24,0.491803279
B2,LN,SPD,8,25,0.459016393
B2,LN,SPD,8,26,0.459016393
B2,LN,SPD,8,27,0.459016393
B2,LN,SPD,8,28,0.459016393
B2,LN,SPD,8,29,0.409836066
B2,LN,SPD,8,30,0.409836066
B2,LN,SPD,8,31,0.409836066
B2,LN,SPD,8,32,0.409836066
B2,LN,SPD,8,33,0.409836066
B2,LN,SPD,8,34,0.409836066
B2,LN,SPD,8,35,0.409836066
B2,LN,SPD,8,36,0.409836066
B2,LN,SPD,8,37,0.409836066
B2,LN,SPD,8,38,0.344262295
